Name;Objective;Duration;Availability (time);Availability (energy);Prod losses (annual);Direct costs (annual);Vessel costs (annual);Repair costs (annual);Technician costs (annual);Turbines;Dur;Vessels;Percent;Size
Ha_3SS_Cr_15_120;35657074,118770;0,122000;93,220693;93,315422;4158078,746899;7042271,272727;4385454,545455;2322254,545455;334562,181818;Ha;3SS;Cr;15;120;
Ha_3SS_Cr_15_150;47729346,149128;0,654000;93,125387;92,838475;5502118,701025;10005184,727273;6215454,545455;3367890,909091;421839,272727;Ha;3SS;Cr;15;150;
Ha_3SS_Cr_15_200;60407255,557996;1,467000;93,555004;93,624064;6626376,340356;12002390,909091;7535454,545455;3921454,545455;545481,818182;Ha;3SS;Cr;15;200;
Ha_3SS_Cr_15_80;27214966,955106;0,127000;92,460122;92,410381;3130869,859508;5529575,636364;3575454,545455;1714109,090909;240012,000000;Ha;3SS;Cr;15;80;
Ha_3SS_Cr_5_120;37791842,718006;0,337000;92,085739;92,227284;4800272,160655;7122623,272727;4366363,636364;2412000,000000;344259,636364;Ha;3SS;Cr;5;120;
Ha_3SS_Cr_5_150;43372179,070988;1,233000;94,188474;94,092569;4525702,400216;9905368,000000;6158181,818182;3296254,545455;450931,636364;Ha;3SS;Cr;5;150;
Ha_3SS_Cr_5_200;61614276,570392;0,374000;93,506650;93,691640;6554232,550756;12568707,272727;7950000,000000;4048981,818182;569725,454545;Ha;3SS;Cr;5;200;
Ha_3SS_Cr_5_80;26979419,541528;0,125000;92,654451;92,811997;2997997,478975;5239879,636364;3624545,454545;1355927,272727;259406,909091;Ha;3SS;Cr;5;80;
Ha_3SS_CT_10_120;38575285,282908;0,224000;92,403942;92,349660;4757521,644815;7081692,727273;4461818,181818;2219854,545455;400020,000000;Ha;3SS;CT;10;120;
Ha_3SS_CT_10_150;46087835,367160;0,886000;93,849843;93,677743;4868709,393707;9983647,272727;6158181,818182;3364836,363636;460629,090909;Ha;3SS;CT;10;150;
Ha_3SS_CT_10_200;59010040,456444;2,037000;94,177719;94,333329;5885536,424179;12423010,909091;7704545,454545;4136618,181818;581847,272727;Ha;3SS;CT;10;200;
Ha_3SS_CT_10_80;24811527,700100;0,122000;93,546749;93,454114;2693936,451161;5352149,818182;3471818,181818;1550618,181818;329713,454545;Ha;3SS;CT;10;80;
Ha_3SS_CT_15_120;35430086,069748;0,543000;93,513728;93,626347;3958261,939724;7270019,636364;4573636,363636;2303636,363636;392746,909091;Ha;3SS;CT;15;120;
Ha_3SS_CT_15_150;46162286,760476;0,536000;93,944641;94,118693;4568005,723208;10041247,636364;6450000,000000;3123345,454545;467902,181818;Ha;3SS;CT;15;150;
Ha_3SS_CT_15_200;55713120,494570;1,451000;94,646608;94,580718;5607981,016447;12137763,272727;7440000,000000;4098945,454545;598817,818182;Ha;3SS;CT;15;200;
Ha_3SS_CT_15_80;27033328,589452;0,111000;92,720718;92,535630;3078678,260919;5525436,000000;3632727,272727;1536327,272727;356381,454545;Ha;3SS;CT;15;80;
Ha_3SS_CT_5_120;35620927,268008;0,148000;93,256727;93,324471;4134557,547455;7090274,545455;4470000,000000;2220254,545455;400020,000000;Ha;3SS;CT;5;120;
Ha_3SS_CT_5_150;43294778,670222;1,950000;92,671936;92,808586;5562835,670585;8237210,545455;5012727,272727;2771127,272727;453356,000000;Ha;3SS;CT;5;150;
Ha_3SS_CT_5_200;63870651,067529;1,706000;93,973493;93,974546;6197484,075899;14470672,363636;9087272,727273;4784581,818182;598817,818182;Ha;3SS;CT;5;200;
Ha_3SS_CT_5_80;28599904,361008;0,123000;91,449716;91,684259;3449665,389188;5389919,636364;3482727,272727;1575054,545455;332137,818182;Ha;3SS;CT;5;80;
Ha_3SS_NF_10_120;29663489,178268;0,211000;93,548611;93,523991;3986850,083294;5690623,636364;2626363,636364;2712727,272727;351532,727273;Ha;3SS;NF;10;120;
Ha_3SS_NF_10_150;37895432,700174;0,471000;93,656347;93,676864;4861922,296793;7494470,545455;3537272,727273;3515963,636364;441234,181818;Ha;3SS;NF;10;150;
Ha_3SS_NF_10_200;52836780,485850;0,577000;95,538666;95,475458;4635110,058361;12994428,727273;7317272,727273;5102581,818182;574574,181818;Ha;3SS;NF;10;200;
Ha_3SS_NF_10_80;19523900,638726;0,120000;94,505492;94,391017;2291445,344001;4195370,181818;1939090,909091;2004145,454545;252133,818182;Ha;3SS;NF;10;80;
Ha_3SS_NF_15_120;26930956,727572;0,175000;95,316358;95,255698;2923514,335673;6311351,272727;2795454,545455;3157090,909091;358805,818182;Ha;3SS;NF;15;120;
Ha_3SS_NF_15_150;33238224,621142;0,129000;95,184837;95,114659;3752174,599601;7683124,727273;3376363,636364;3872800,000000;433961,090909;Ha;3SS;NF;15;150;
Ha_3SS_NF_15_200;46316861,610970;1,786000;94,199714;94,089416;6051383,371404;9405445,818182;3771818,181818;5080872,727273;552754,909091;Ha;3SS;NF;15;200;
Ha_3SS_NF_15_80;17826074,595860;0,124000;95,553314;95,422825;1880250,232106;4283673,454545;1920000,000000;2106690,909091;256982,545455;Ha;3SS;NF;15;80;
Ha_3SS_NF_5_120;36454967,494784;0,351000;92,943336;93,032548;4314659,397145;7261157,454545;4611818,181818;2288109,090909;361230,181818;Ha;3SS;NF;5;120;
Ha_3SS_NF_5_150;46880562,696446;0,731000;93,808872;93,489223;5009003,678462;10141234,181818;6365454,545455;3334545,454545;441234,181818;Ha;3SS;NF;5;150;
Ha_3SS_NF_5_200;57691596,678568;1,602000;93,976044;94,152119;6077048,886556;11900986,909091;7159090,909091;4155200,000000;586696,000000;Ha;3SS;NF;5;200;
Ha_3SS_NF_5_80;26975257,741024;0,591000;92,585069;92,398169;3131984,497284;5546752,727273;3709090,909091;1570981,818182;266680,000000;Ha;3SS;NF;5;80;
Ha_3SS_NO_0_120;36868058,975796;0,267000;92,612493;92,760612;4490792,428479;7049110,909091;4320000,000000;2329090,909091;400020,000000;Ha;3SS;NO;0;120;
Ha_3SS_NO_0_150;47764536,907722;0,642000;92,069641;92,187199;6066428,808940;8505368,363636;5089090,909091;2958072,727273;458204,727273;Ha;3SS;NO;0;150;
Ha_3SS_NO_0_200;62452373,682680;3,403000;93,248316;93,368626;6878344,643569;12306125,818182;7489090,909091;4240036,363636;576998,545455;Ha;3SS;NO;0;200;
Ha_3SS_NO_0_80;27307794,080704;0,136000;92,260532;92,236774;3182962,219297;5670150,545455;3670909,090909;1654981,818182;344259,636364;Ha;3SS;NO;0;80;
Ha_3SS_NT_10_120;25897907,816598;0,115000;94,698948;94,516229;3347970,387860;5450144,363636;2391818,181818;2595272,727273;463053,454545;Ha;3SS;NT;10;120;
Ha_3SS_NT_10_150;37079410,933982;1,761000;93,153086;93,031578;5355660,914905;6589127,636364;2623636,363636;3473345,454545;492145,818182;Ha;3SS;NT;10;150;
Ha_3SS_NT_10_200;45744855,659630;0,913000;95,258788;95,155545;4996852,942797;9933024,000000;4824545,454545;4507236,363636;601242,181818;Ha;3SS;NT;10;200;
Ha_3SS_NT_10_80;18683976,549034;0,120000;94,625305;94,447747;2275650,321376;3869002,181818;1497272,727273;1964436,363636;407293,090909;Ha;3SS;NT;10;80;
Ha_3SS_NT_15_120;23773597,350554;0,138000;95,824242;95,736011;2623511,291170;5645164,000000;2288181,818182;2864836,363636;492145,818182;Ha;3SS;NT;15;120;
Ha_3SS_NT_15_150;30456161,013322;0,112000;95,744759;95,623597;3377295,180071;7186717,454545;2953636,363636;3702145,454545;530935,636364;Ha;3SS;NT;15;150;
Ha_3SS_NT_15_200;43512964,724682;0,340000;94,739827;94,700989;5445569,125350;9146600,000000;3471818,181818;5068690,909091;606090,909091;Ha;3SS;NT;15;200;
Ha_3SS_NT_15_80;16518555,425392;0,129000;95,722969;95,671531;1778544,384986;4064869,818182;1562727,272727;2075454,545455;426688,000000;Ha;3SS;NT;15;80;
Ha_3SS_NT_5_120;32832948,836956;0,350000;94,291484;94,257516;3557875,088203;7030504,363636;4535454,545455;2104727,272727;390322,545455;Ha;3SS;NT;5;120;
Ha_3SS_NT_5_150;46594301,151632;1,736000;92,309630;92,247242;6041084,666771;7851695,636364;4579090,909091;2814400,000000;458204,727273;Ha;3SS;NT;5;150;
Ha_3SS_NT_5_200;59940241,218914;2,018000;93,410446;93,562009;6659207,609332;11965786,909091;7101818,181818;4277272,727273;586696,000000;Ha;3SS;NT;5;200;
Ha_3SS_NT_5_80;27838881,850880;0,163000;92,204651;92,315712;3156597,495247;5790696,000000;3717272,727273;1729163,636364;344259,636364;Ha;3SS;NT;5;80;
Ha_Su_Al_10_120;2246328,676504;0,009000;97,542091;97,579256;1429540,620796;2252144,000000;1155000,000000;883800,000000;213344,000000;Ha;Su;Al;10;120;
Ha_Su_Al_10_150;3117860,131670;0,011000;97,048179;97,097691;2107607,321312;3344746,000000;1365000,000000;1726400,000000;253346,000000;Ha;Su;Al;10;150;
Ha_Su_Al_10_200;4645760,490798;0,013000;97,056759;97,098692;2831232,665904;4824482,000000;2250000,000000;2267800,000000;306682,000000;Ha;Su;Al;10;200;
Ha_Su_Al_10_80;1513824,572300;0,009000;97,002720;97,032366;1107107,144600;1920542,000000;735000,000000;1012200,000000;173342,000000;Ha;Su;Al;10;80;
Ha_Su_Al_15_120;2340373,953828;0,011000;97,113272;97,144704;1723908,828156;2891810,000000;1050000,000000;1641800,000000;200010,000000;Ha;Su;Al;15;120;
Ha_Su_Al_15_150;3970408,781444;0,011000;96,642191;96,697117;2440283,743544;4079146,000000;1365000,000000;2460800,000000;253346,000000;Ha;Su;Al;15;150;
Ha_Su_Al_15_200;4003949,602376;0,009000;96,920208;96,968027;2929756,443736;4509148,000000;1470000,000000;2745800,000000;293348,000000;Ha;Su;Al;15;200;
Ha_Su_Al_15_80;2284597,179278;0,008000;95,892882;96,039636;1472841,775052;2783074,000000;735000,000000;1901400,000000;146674,000000;Ha;Su;Al;15;80;
Ha_Su_Al_5_120;2660359,232218;0,010000;97,374267;97,393933;1556311,050376;2632476,000000;1725000,000000;720800,000000;186676,000000;Ha;Su;Al;5;120;
Ha_Su_Al_5_150;4579498,186966;0,022000;96,799599;96,838620;2350363,698540;3909146,000000;2610000,000000;1045800,000000;253346,000000;Ha;Su;Al;5;150;
Ha_Su_Al_5_200;5250371,728232;0,028000;96,438565;96,515638;3394063,959008;3547948,000000;2145000,000000;1109600,000000;293348,000000;Ha;Su;Al;5;200;
Ha_Su_Al_5_80;2153163,527908;0,011000;97,042477;97,062595;1185904,929336;1320742,000000;735000,000000;412400,000000;173342,000000;Ha;Su;Al;5;80;
Ha_Su_Cr_10_120;3687809,753834;0,011000;96,578819;96,613348;2027887,568300;2450476,000000;1620000,000000;643800,000000;186676,000000;Ha;Su;Cr;10;120;
Ha_Su_Cr_10_150;3990025,925816;0,013000;96,627253;96,690948;2417641,882412;3228344,000000;2040000,000000;975000,000000;213344,000000;Ha;Su;Cr;10;150;
Ha_Su_Cr_10_200;5905568,281234;0,016000;97,044005;97,062953;2948916,867388;4311348,000000;2820000,000000;1198000,000000;293348,000000;Ha;Su;Cr;10;200;
Ha_Su_Cr_10_80;1951486,614262;0,009000;97,061921;97,106740;1134736,623740;1908872,000000;1305000,000000;497200,000000;106672,000000;Ha;Su;Cr;10;80;
Ha_Su_Cr_15_120;3403708,921194;0,014000;96,952199;97,005231;1775166,160580;2508342,000000;1620000,000000;715000,000000;173342,000000;Ha;Su;Cr;15;120;
Ha_Su_Cr_15_150;3284355,818572;0,016000;96,991142;97,052926;2144994,590168;2985678,000000;1935000,000000;824000,000000;226678,000000;Ha;Su;Cr;15;150;
Ha_Su_Cr_15_200;4468159,988990;0,019000;97,372639;97,388506;2590906,699544;3996214,000000;2610000,000000;1106200,000000;280014,000000;Ha;Su;Cr;15;200;
Ha_Su_Cr_15_80;2325278,934690;0,009000;97,162558;97,173985;1150979,589564;1879738,000000;1305000,000000;481400,000000;93338,000000;Ha;Su;Cr;15;80;
Ha_Su_Cr_5_120;3047527,780484;0,013000;97,016474;97,064235;1739373,805948;2733276,000000;1830000,000000;716600,000000;186676,000000;Ha;Su;Cr;5;120;
Ha_Su_Cr_5_150;4009313,583354;0,012000;97,083025;97,116642;2107147,143372;3319680,000000;2040000,000000;1013000,000000;266680,000000;Ha;Su;Cr;5;150;
Ha_Su_Cr_5_200;5911841,962376;0,009000;96,560417;96,611096;3371864,655968;3493748,000000;2040000,000000;1160400,000000;293348,000000;Ha;Su;Cr;5;200;
Ha_Su_Cr_5_80;2191032,762716;0,013000;96,891667;96,928352;1227482,120580;1331342,000000;735000,000000;423000,000000;173342,000000;Ha;Su;Cr;5;80;
Ha_Su_CT_10_120;3503277,575542;0,017000;96,822724;96,859848;1867436,023012;2525680,000000;1515000,000000;744000,000000;266680,000000;Ha;Su;CT;10;120;
Ha_Su_CT_10_150;4212937,298790;0,013000;96,781944;96,840148;2356166,360700;3096614,000000;2040000,000000;776600,000000;280014,000000;Ha;Su;CT;10;150;
Ha_Su_CT_10_200;5771388,715658;0,010000;96,679491;96,726076;3264503,559392;3807216,000000;2145000,000000;1342200,000000;320016,000000;Ha;Su;CT;10;200;
Ha_Su_CT_10_80;2147849,604156;0,009000;96,842477;96,892919;1230916,593792;1983746,000000;1305000,000000;425400,000000;253346,000000;Ha;Su;CT;10;80;
Ha_Su_CT_15_120;3656037,009088;0,016000;96,782793;96,820924;1894004,896692;2017746,000000;1155000,000000;609400,000000;253346,000000;Ha;Su;CT;15;120;
Ha_Su_CT_15_150;3216002,803312;0,012000;97,239784;97,265563;1999421,688956;3042214,000000;1935000,000000;827200,000000;280014,000000;Ha;Su;CT;15;150;
Ha_Su_CT_15_200;4820926,368114;0,009000;97,228843;97,252317;2752213,919592;3470482,000000;2145000,000000;1018800,000000;306682,000000;Ha;Su;CT;15;200;
Ha_Su_CT_15_80;1714200,476482;0,008000;97,275752;97,310105;1066143,049084;1351012,000000;735000,000000;376000,000000;240012,000000;Ha;Su;CT;15;80;
Ha_Su_CT_5_120;4064217,973272;0,019000;96,743596;96,759165;1970571,727808;3489680,000000;2400000,000000;823000,000000;266680,000000;Ha;Su;CT;5;120;
Ha_Su_CT_5_150;3992989,067676;0,017000;96,917037;96,970117;2216637,079004;3759214,000000;2505000,000000;974200,000000;280014,000000;Ha;Su;CT;5;150;
Ha_Su_CT_5_200;6486138,196514;0,010000;96,152083;96,229346;3756315,860680;3723148,000000;2145000,000000;1284800,000000;293348,000000;Ha;Su;CT;5;200;
Ha_Su_CT_5_80;2224372,944256;0,009000;96,919213;96,955538;1200592,129808;2084946,000000;1305000,000000;526600,000000;253346,000000;Ha;Su;CT;5;80;
Ha_Su_NF_10_120;4038384,475130;0,008000;96,229437;96,330866;2121521,044404;3749544,000000;1620000,000000;1916200,000000;213344,000000;Ha;Su;NF;10;120;
Ha_Su_NF_10_150;3715585,555210;0,018000;97,088580;97,146294;2067201,362408;3662212,000000;1935000,000000;1487200,000000;240012,000000;Ha;Su;NF;10;150;
Ha_Su_NF_10_200;4952494,655596;0,018000;96,828588;96,898782;2955160,772208;5465416,000000;2610000,000000;2535400,000000;320016,000000;Ha;Su;NF;10;200;
Ha_Su_NF_10_80;1692799,095674;0,023000;97,279514;97,315761;1048371,635440;1754274,000000;735000,000000;872600,000000;146674,000000;Ha;Su;NF;10;80;
Ha_Su_NF_15_120;3221207,649540;0,015000;96,832330;96,889651;1784145,047000;4241010,000000;2190000,000000;1851000,000000;200010,000000;Ha;Su;NF;15;120;
Ha_Su_NF_15_150;3809972,562106;0,016000;96,967963;97,006009;2203748,538232;4954012,000000;2505000,000000;2209000,000000;240012,000000;Ha;Su;NF;15;150;
Ha_Su_NF_15_200;3969839,533732;0,010000;97,043866;97,080668;2844220,018580;4884282,000000;2145000,000000;2432600,000000;306682,000000;Ha;Su;NF;15;200;
Ha_Su_NF_15_80;1915510,562216;0,011000;96,705324;96,781238;1199383,741736;2490540,000000;1305000,000000;1052200,000000;133340,000000;Ha;Su;NF;15;80;
Ha_Su_NF_5_120;3396040,569594;0,019000;96,774691;96,812090;1905761,350404;2677210,000000;1725000,000000;752200,000000;200010,000000;Ha;Su;NF;5;120;
Ha_Su_NF_5_150;4214391,988758;0,012000;96,616296;96,671177;2467837,041640;3020278,000000;1935000,000000;858600,000000;226678,000000;Ha;Su;NF;5;150;
Ha_Su_NF_5_200;5760427,742564;0,012000;96,701250;96,737896;3229629,088548;3460948,000000;2040000,000000;1127600,000000;293348,000000;Ha;Su;NF;5;200;
Ha_Su_NF_5_80;2152586,831262;0,019000;96,688657;96,757240;1252878,385352;1963408,000000;1305000,000000;498400,000000;160008,000000;Ha;Su;NF;5;80;
Ha_Su_NO_0_120;3183229,306158;0,013000;97,095062;97,113140;1756292,121088;2020546,000000;1260000,000000;507200,000000;253346,000000;Ha;Su;NO;0;120;
Ha_Su_NO_0_150;3472973,412470;0,019000;97,045370;97,087121;2129375,786820;3136680,000000;2040000,000000;830000,000000;266680,000000;Ha;Su;NO;0;150;
Ha_Su_NO_0_200;4516344,137958;0,009000;96,794514;96,867776;2995986,345744;3735150,000000;2145000,000000;1256800,000000;333350,000000;Ha;Su;NO;0;200;
Ha_Su_NO_0_80;2936956,415328;0,009000;95,603819;95,733376;1659209,672216;2252146,000000;1410000,000000;588800,000000;253346,000000;Ha;Su;NO;0;80;
Ha_Su_NT_10_120;2769776,987802;0,014000;96,922145;96,977991;1741628,458972;2650550,000000;945000,000000;1372200,000000;333350,000000;Ha;Su;NT;10;120;
Ha_Su_NT_10_150;3009867,728474;0,013000;97,071481;97,148143;2036468,181604;3371684,000000;1260000,000000;1765000,000000;346684,000000;Ha;Su;NT;10;150;
Ha_Su_NT_10_200;4624260,899168;0,024000;96,999537;97,052635;2852240,870604;4192752,000000;1470000,000000;2349400,000000;373352,000000;Ha;Su;NT;10;200;
Ha_Su_NT_10_80;1534880,291430;0,009000;97,215799;97,241539;1048516,698716;1964416,000000;735000,000000;909400,000000;320016,000000;Ha;Su;NT;10;80;
Ha_Su_NT_15_120;2330184,401214;0,010000;97,349190;97,387509;1549846,980268;2770884,000000;945000,000000;1479200,000000;346684,000000;Ha;Su;NT;15;120;
Ha_Su_NT_15_150;3032597,166780;0,015000;97,163519;97,207301;2076067,953524;3741418,000000;1365000,000000;2016400,000000;360018,000000;Ha;Su;NT;15;150;
Ha_Su_NT_15_200;3771191,761612;0,010000;97,116944;97,170569;2707202,025064;4237218,000000;1575000,000000;2302200,000000;360018,000000;Ha;Su;NT;15;200;
Ha_Su_NT_15_80;1929592,755796;0,010000;96,608507;96,661756;1291166,949352;2517150,000000;735000,000000;1448800,000000;333350,000000;Ha;Su;NT;15;80;
Ha_Su_NT_5_120;3901236,090230;0,012000;96,517978;96,581945;2030340,514364;2807146,000000;1830000,000000;723800,000000;253346,000000;Ha;Su;NT;5;120;
Ha_Su_NT_5_150;4947494,700350;0,008000;96,380154;96,440409;2671670,140320;3151080,000000;1935000,000000;949400,000000;266680,000000;Ha;Su;NT;5;150;
Ha_Su_NT_5_200;4385333,777870;0,009000;97,310949;97,324984;2653123,971260;3428616,000000;2145000,000000;963600,000000;320016,000000;Ha;Su;NT;5;200;
Ha_Su_NT_5_80;2196470,248238;0,010000;96,546701;96,603103;1321323,047512;1959212,000000;1305000,000000;414200,000000;240012,000000;Ha;Su;NT;5;80;
Ha_Ye_Al_10_120;7794919,610590;0,016000;95,880883;95,656583;2924668,885798;2575709,000000;1312500,000000;1083200,000000;180009,000000;Ha;Ye;Al;10;120;
Ha_Ye_Al_10_150;9781594,967584;0,031000;95,902932;95,786224;3555291,128390;3653178,000000;1965000,000000;1461500,000000;226678,000000;Ha;Ye;Al;10;150;
Ha_Ye_Al_10_200;10814775,432484;0,019000;96,219387;96,042137;4428646,724092;3662514,000000;1837500,000000;1545000,000000;280014,000000;Ha;Ye;Al;10;200;
Ha_Ye_Al_10_80;4683046,468328;0,025000;96,275666;96,141577;1733859,957362;1744840,000000;945000,000000;666500,000000;133340,000000;Ha;Ye;Al;10;80;
Ha_Ye_Al_15_120;6715417,282348;0,018000;96,410725;96,352136;2470073,405314;3472477,000000;1155000,000000;2110800,000000;206677,000000;Ha;Ye;Al;15;120;
Ha_Ye_Al_15_150;6198465,286888;0,026000;97,056096;97,135772;2392013,563216;3725612,000000;1575000,000000;1910600,000000;240012,000000;Ha;Ye;Al;15;150;
Ha_Ye_Al_15_200;11539465,874446;0,019000;96,221204;96,033367;4445746,939504;5118315,000000;1837500,000000;2980800,000000;300015,000000;Ha;Ye;Al;15;200;
Ha_Ye_Al_15_80;4605434,125166;0,029000;96,240162;96,286066;1654327,230704;2611074,000000;892500,000000;1571900,000000;146674,000000;Ha;Ye;Al;15;80;
Ha_Ye_Al_5_120;9234025,368450;0,033000;94,923225;94,587114;3621464,307944;3135276,000000;2220000,000000;728600,000000;186676,000000;Ha;Ye;Al;5;120;
Ha_Ye_Al_5_150;13305685,084324;0,034000;94,025833;93,623140;5353177,580856;3902212,000000;2715000,000000;947200,000000;240012,000000;Ha;Ye;Al;5;150;
Ha_Ye_Al_5_200;15291767,349728;0,027000;95,090475;94,716441;5967404,825890;4594414,000000;3210000,000000;1104400,000000;280014,000000;Ha;Ye;Al;5;200;
Ha_Ye_Al_5_80;6626017,345508;0,027000;94,334086;93,857122;2715149,284036;2215408,000000;1515000,000000;540400,000000;160008,000000;Ha;Ye;Al;5;80;
Ha_Ye_Cr_10_120;7618489,725438;0,033000;96,205980;96,016891;2709981,748208;2801276,000000;1935000,000000;679600,000000;186676,000000;Ha;Ye;Cr;10;120;
Ha_Ye_Cr_10_150;11709266,922168;0,036000;95,050602;94,722634;4425419,013292;3966745,000000;2767500,000000;965900,000000;233345,000000;Ha;Ye;Cr;10;150;
Ha_Ye_Cr_10_200;15028715,714978;0,024000;94,921667;94,469778;6196114,220966;4027913,000000;2745000,000000;1022900,000000;260013,000000;Ha;Ye;Cr;10;200;
Ha_Ye_Cr_10_80;4571356,147172;0,026000;96,293345;96,106816;1736557,531806;1816773,000000;1282500,000000;407600,000000;126673,000000;Ha;Ye;Cr;10;80;
Ha_Ye_Cr_15_120;7423521,508406;0,016000;96,331674;96,159011;2642979,996330;2515842,000000;1725000,000000;617500,000000;173342,000000;Ha;Ye;Cr;15;120;
Ha_Ye_Cr_15_150;12282447,205768;0,019000;94,566528;94,131939;4941260,338436;3369611,000000;2197500,000000;952100,000000;220011,000000;Ha;Ye;Cr;15;150;
Ha_Ye_Cr_15_200;15347417,574724;0,044000;94,820579;94,499945;6153829,647524;4445214,000000;2977500,000000;1187700,000000;280014,000000;Ha;Ye;Cr;15;200;
Ha_Ye_Cr_15_80;6820613,403968;0,029000;94,230064;93,875593;2740344,161570;1716372,000000;1177500,000000;432200,000000;106672,000000;Ha;Ye;Cr;15;80;
Ha_Ye_Cr_5_120;9295676,812874;0,030000;94,839776;94,652333;3582354,256780;2962609,000000;2115000,000000;667600,000000;180009,000000;Ha;Ye;Cr;5;120;
Ha_Ye_Cr_5_150;13137288,603772;0,025000;94,316019;93,880521;5121082,521962;4190612,000000;3000000,000000;950600,000000;240012,000000;Ha;Ye;Cr;5;150;
Ha_Ye_Cr_5_200;15007469,556942;0,018000;94,839074;94,492115;6163817,256626;4167447,000000;2745000,000000;1149100,000000;273347,000000;Ha;Ye;Cr;5;200;
Ha_Ye_Cr_5_80;5273480,781420;0,026000;95,716262;95,509598;1997101,724718;2264540,000000;1695000,000000;436200,000000;133340,000000;Ha;Ye;Cr;5;80;
Ha_Ye_CT_10_120;10185708,593746;0,019000;93,718654;93,326690;4444051,410366;2403646,000000;1545000,000000;605300,000000;253346,000000;Ha;Ye;CT;10;120;
Ha_Ye_CT_10_150;15388117,461050;0,032000;93,174306;92,675568;6141691,323830;3606247,000000;2482500,000000;850400,000000;273347,000000;Ha;Ye;CT;10;150;
Ha_Ye_CT_10_200;16054007,174534;0,027000;94,671516;94,326489;6355093,640744;4456548,000000;3082500,000000;1080700,000000;293348,000000;Ha;Ye;CT;10;200;
Ha_Ye_CT_10_80;6653759,381946;0,024000;94,541493;94,023266;2651256,410834;1889079,000000;1230000,000000;412400,000000;246679,000000;Ha;Ye;CT;10;80;
Ha_Ye_CT_15_120;9451698,975510;0,039000;94,812500;94,407794;3736255,710432;2923113,000000;1905000,000000;758100,000000;260013,000000;Ha;Ye;CT;15;120;
Ha_Ye_CT_15_150;11896275,620914;0,030000;94,775432;94,399935;4680403,324638;3919947,000000;2715000,000000;931600,000000;273347,000000;Ha;Ye;CT;15;150;
Ha_Ye_CT_15_200;14655582,357134;0,028000;95,105185;94,727832;5913999,438984;3908514,000000;2535000,000000;1093500,000000;280014,000000;Ha;Ye;CT;15;200;
Ha_Ye_CT_15_80;5553866,060162;0,026000;95,457668;95,252663;2111224,244532;2093846,000000;1410000,000000;430500,000000;253346,000000;Ha;Ye;CT;15;80;
Ha_Ye_CT_5_120;10001881,452072;0,017000;94,399518;93,996215;4034337,041396;2722813,000000;1830000,000000;632800,000000;260013,000000;Ha;Ye;CT;5;120;
Ha_Ye_CT_5_150;10313756,642210;0,026000;95,839275;95,634612;3708411,353358;3574380,000000;2482500,000000;825200,000000;266680,000000;Ha;Ye;CT;5;150;
Ha_Ye_CT_5_200;14223217,069816;0,030000;95,201019;94,815471;5816157,081280;3857547,000000;2587500,000000;996700,000000;273347,000000;Ha;Ye;CT;5;200;
Ha_Ye_CT_5_80;6414952,812808;0,027000;94,946528;94,564390;2439703,444600;2177846,000000;1515000,000000;409500,000000;253346,000000;Ha;Ye;CT;5;80;
Ha_Ye_NF_10_120;8456118,879688;0,030000;95,899633;95,877232;2783144,585664;3575876,000000;2115000,000000;1274200,000000;186676,000000;Ha;Ye;NF;10;120;
Ha_Ye_NF_10_150;10765604,236354;0,041000;95,877438;95,733482;3599413,591076;4431111,000000;2662500,000000;1548600,000000;220011,000000;Ha;Ye;NF;10;150;
Ha_Ye_NF_10_200;12608488,853562;0,029000;96,279144;96,140223;4361300,206542;5369214,000000;3315000,000000;1774200,000000;280014,000000;Ha;Ye;NF;10;200;
Ha_Ye_NF_10_80;5462985,014918;0,026000;96,344300;96,193726;1727592,145652;2271674,000000;1567500,000000;557500,000000;146674,000000;Ha;Ye;NF;10;80;
Ha_Ye_NF_15_120;6439040,824160;0,043000;96,593711;96,581544;2233452,596766;3761410,000000;1905000,000000;1656400,000000;200010,000000;Ha;Ye;NF;15;120;
Ha_Ye_NF_15_150;7939231,773192;0,052000;96,712593;96,704260;2777981,037022;4474278,000000;2272500,000000;1975100,000000;226678,000000;Ha;Ye;NF;15;150;
Ha_Ye_NF_15_200;10154170,759904;0,036000;96,818750;96,820877;3524163,452400;5622482,000000;2692500,000000;2623300,000000;306682,000000;Ha;Ye;NF;15;200;
Ha_Ye_NF_15_80;4507380,846338;0,023000;96,372222;96,446547;1606514,360550;2744907,000000;1125000,000000;1479900,000000;140007,000000;Ha;Ye;NF;15;80;
Ha_Ye_NF_5_120;12961802,368688;0,036000;92,643866;92,084336;5292819,350200;3136009,000000;2167500,000000;788500,000000;180009,000000;Ha;Ye;NF;5;120;
Ha_Ye_NF_5_150;13399637,182952;0,031000;94,494861;94,024417;5038392,453412;3800712,000000;2767500,000000;793200,000000;240012,000000;Ha;Ye;NF;5;150;
Ha_Ye_NF_5_200;13708517,836350;0,026000;95,761100;95,453220;5126572,511208;4927648,000000;3367500,000000;1266800,000000;293348,000000;Ha;Ye;NF;5;200;
Ha_Ye_NF_5_80;5539787,556506;0,021000;95,742332;95,301213;2139443,233854;1722406,000000;1230000,000000;372400,000000;120006,000000;Ha;Ye;NF;5;80;
Ha_Ye_NO_0_120;9615795,145222;0,029000;94,926312;94,546183;3673265,182812;3099713,000000;2220000,000000;619700,000000;260013,000000;Ha;Ye;NO;0;120;
